食品群,食品番号,索引番号,食品名　100gあたり栄養素,エネルギー kcal,たんぱく質 g,脂質 g,炭水化物 g,食塩相当量 g
07,07066,0928,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,39,0.1,0,9.7,0
07,07067,0929,（かんきつ類）　グレープフルーツ　缶詰,60,0.5,0,17.1,0
07,07074,0930,（かんきつ類）　さんぼうかん　砂じょう　生,47,0.7,0.3,10.9,0
07,07075,0931,（かんきつ類）　シークヮーサー　果汁　生,35,0.8,0.1,7.9,0
07,07076,0932,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,48,0.1,0,11.8,0
07,07165,0933,（かんきつ類）　しらぬひ　砂じょう　生,56,0.8,0.2,12.9,0
07,07078,0934,（かんきつ類）　すだち　果皮　生,55,1.8,0.3,16.4,0
07,07079,0935,（かんきつ類）　すだち　果汁　生,29,0.5,0.1,6.6,0
07,07166,0936,（かんきつ類）　せとか　砂じょう　生,50,0.8,0.2,11.7,0
07,07085,0937,（かんきつ類）　セミノール　砂じょう　生,53,1.1,0.1,12.4,0
07,07083,0938,（かんきつ類）　だいだい　果汁　生,35,0.3,0.2,8.0,0
07,07093,0939,（かんきつ類）　なつみかん　砂じょう　生,42,0.9,0.1,10.0,0
07,07094,0940,（かんきつ類）　なつみかん　缶詰,80,0.5,0.1,19.4,0
07,07105,0941,（かんきつ類）　はっさく　砂じょう　生,47,0.8,0.1,11.5,0
07,07167,0942,（かんきつ類）　はるみ　砂じょう　生,52,0.9,0.2,12.1,0
07,07112,0943,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,46,0.6,0.1,11.7,0
07,07113,0944,（かんきつ類）　ひゅうがなつ　砂じょう　生,35,0.6,0.1,8.3,0
07,07126,0945,（かんきつ類）　ぶんたん　砂じょう　生,41,0.7,0.1,9.8,0
07,07127,0946,（かんきつ類）　ぶんたん　ざぼん漬,338,0.2,0.1,85.5,0
07,07129,0947,（かんきつ類）　ぽんかん　砂じょう　生,42,0.9,0.1,9.9,0
07,07142,0948,（かんきつ類）　ゆず　果皮　生,50,1.2,0.5,14.2,0
07,07143,0949,（かんきつ類）　ゆず　果汁　生,30,0.5,0.1,7.0,0
07,07145,0950,（かんきつ類）　ライム　果汁　生,39,0.4,0.1,9.3,0
07,07155,0951,（かんきつ類）　レモン　全果　生,43,0.9,0.7,12.5,0
07,07156,0952,（かんきつ類）　レモン　果汁　生,24,0.4,0.2,8.6,0
07,07054,0953,キウイフルーツ　緑肉種　生,51,1.0,0.2,13.4,0
07,07168,0954,キウイフルーツ　黄肉種　生,63,1.1,0.2,14.9,0
07,07183,0955,きはだ　実　乾,378,7.3,9.8,65.1,0
07,07055,0956,キワノ　生,41,1.5,0.9,8.0,0
07,07057,0957,グァバ　赤肉種　生,33,0.6,0.1,9.9,0
07,07169,0958,グァバ　白肉種　生,33,0.6,0.1,9.9,0
07,07058,0959,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,49,0.1,0.1,12.3,0
07,07059,0960,グァバ　果実飲料　10%果汁入り飲料,50,0.1,0.1,12.3,0
07,07185,0961,くこ　実　乾,387,12.3,4.1,75.3,1.3
07,07061,0962,ぐみ　生,72,1.3,0.2,17.2,0
07,07157,0963,ココナッツ　ココナッツウォーター,22,0.2,0.1,5.0,0
07,07158,0964,ココナッツ　ココナッツミルク,157,1.9,16.0,2.8,0
07,07170,0965,ココナッツ　ナタデココ,80,0,0,20.2,0
07,07070,0966,さくらんぼ　国産　生,64,1.0,0.2,15.2,0
07,07071,0967,さくらんぼ　米国産　生,64,1.2,0.1,17.1,0
07,07072,0968,さくらんぼ　米国産　缶詰,70,0.6,0.1,17.6,0
07,07073,0969,ざくろ　生,63,0.2,0,15.5,0
07,07077,0970,すいか　赤肉種　生,41,0.6,0.1,9.5,0
07,07171,0971,すいか　黄肉種　生,41,0.6,0.1,9.5,0
07,07186,0971-1,（すぐり類）　赤すぐり　冷凍,43,0.8,0.3,12.2,0
07,07182,0972,（すぐり類）　カシス　冷凍,62,1.6,1.6,13.4,0
07,07060,0973,（すぐり類）　グーズベリー　生,51,1.0,0.1,13.2,0
07,07069,0974,スターフルーツ　生,30,0.7,0.1,7.5,0
07,07080,0975,（すもも類）　にほんすもも　生,46,0.6,1.0,9.4,0
07,07081,0976,（すもも類）　プルーン　生,49,0.7,0.1,12.6,0
07,07082,0977,（すもも類）　プルーン　乾,211,2.4,0.2,62.3,0
07,07086,0978,チェリモヤ　生,82,1.3,0.3,19.8,0
07,07111,0979,ドラゴンフルーツ　生,52,1.4,0.3,11.8,0
07,07087,0980,ドリアン　生,140,2.3,3.3,27.1,0
07,07088,0981,（なし類）　日本なし　生,38,0.3,0.1,11.3,0
07,07089,0982,（なし類）　日本なし　缶詰,76,0.1,0.1,19.1,0
07,07090,0983,（なし類）　中国なし　生,49,0.2,0.1,12.7,0
07,07091,0984,（なし類）　西洋なし　生,48,0.3,0.1,14.4,0
07,07092,0985,（なし類）　西洋なし　缶詰,79,0.2,0.1,20.7,0
07,07095,0986,なつめ　乾,294,3.9,2.0,71.4,0
07,07096,0987,なつめやし　乾,281,2.2,0.2,71.3,0
07,07097,0988,パインアップル　生,54,0.6,0.1,13.7,0
07,07177,0989,パインアップル　焼き,74,0.9,0.2,20.1,0
07,07098,0990,パインアップル　果実飲料　ストレートジュース,46,0.3,0.1,11.0,0
07,07099,0991,パインアップル　果実飲料　濃縮還元ジュース,45,0.1,0.1,11.1,0
07,07100,0992,パインアップル　果実飲料　50%果汁入り飲料,50,0.3,0.1,12.1,0
07,07101,0993,パインアップル　果実飲料　10%果汁入り飲料,50,0,0,12.4,0
07,07102,0994,パインアップル　缶詰,76,0.4,0.1,20.3,0
07,07103,0995,パインアップル　砂糖漬,349,0.5,0.2,86.8,0.1
07,07104,0996,ハスカップ　生,55,0.7,0.6,12.8,0
07,07106,0997,パッションフルーツ　果汁　生,67,0.8,0.4,16.2,0
07,07107,0998,バナナ　生,93,1.1,0.2,22.5,0
07,07108,0999,バナナ　乾,314,3.8,0.4,78.5,0
07,07109,1000,パパイア　完熟　生,33,0.5,0.2,9.5,0
07,07110,1001,パパイア　未熟　生,35,1.3,0.1,9.4,0
07,07114,1002,びわ　生,41,0.3,0.1,10.6,0
07,07115,1003,びわ　缶詰,80,0.3,0.1,19.8,0
07,07116,1004,ぶどう　皮なし　生,58,0.4,0.1,15.7,0
07,07178,1005,ぶどう　皮つき　生,69,0.6,0.2,16.9,0
07,07187,1005-1,ぶどう　皮つき　シャインマスカット　生,61,0.7,0.2,16.1,0
07,07117,1006,ぶどう　干しぶどう,324,2.7,0.2,80.3,0
07,07118,1007,ぶどう　果実飲料　ストレートジュース,54,0.3,0.2,14.3,0
07,07119,1008,ぶどう　果実飲料　濃縮還元ジュース,46,0.3,0.3,12.0,0
07,07120,1009,ぶどう　果実飲料　70%果汁入り飲料,52,0.2,0,12.9,0
07,07121,1010,ぶどう　果実飲料　10%果汁入り飲料,52,0,0,13.1,0
07,07122,1011,ぶどう　缶詰,83,0.4,0.1,20.4,0
07,07123,1012,ぶどう　ジャム,189,0.5,0.1,47.5,0
07,07124,1013,ブルーベリー　生,48,0.5,0.1,12.9,0
07,07125,1014,ブルーベリー　ジャム,174,0.7,0.3,43.8,0
07,07172,1015,ブルーベリー　乾,280,2.7,1.9,72.5,0
07,07128,1016,ホワイトサポテ　生,73,1.5,0.1,18.9,0
07,07130,1017,まくわうり　黄肉種　生,34,0.8,0.1,7.8,0
07,07173,1018,まくわうり　白肉種　生,34,0.8,0.1,7.8,0
07,07131,1019,マルメロ　生,48,0.3,0.1,15.1,0
07,07132,1020,マンゴー　生,68,0.6,0.1,16.9,0
07,07179,1021,マンゴー　ドライマンゴー,339,3.1,0.7,84.9,0
07,07133,1022,マンゴスチン　生,71,0.6,0.2,17.5,0
07,07134,1023,メロン　温室メロン　生,40,1.1,0.1,10.3,0
07,07135,1024,メロン　露地メロン　緑肉種　生,45,1.0,0.1,10.4,0
07,07174,1025,メロン　露地メロン　赤肉種　生,45,1.0,0.1,10.4,0
07,07136,1026,（もも類）　もも　白肉種　生,38,0.6,0.1,10.2,0
07,07184,1027,（もも類）　もも　黄肉種　生,48,0.5,0.2,13.4,0
07,07137,1028,（もも類）　もも　果実飲料　30%果汁入り飲料　（ネクター）,46,0.2,0.1,11.6,0
07,07138,1029,（もも類）　もも　缶詰　白肉種　果肉,82,0.5,0.1,20.6,0
07,07175,1030,（もも類）　もも　缶詰　黄肉種　果肉,83,0.5,0.1,20.6,0
07,07139,1031,（もも類）　もも　缶詰　液汁,81,0.3,0.1,19.8,0
07,07140,1032,（もも類）　ネクタリン　生,39,0.7,0.3,10.7,0
07,07141,1033,やまもも　生,47,0.5,0.2,11.3,0
07,07144,1034,ライチー　生,61,1.0,0.1,16.4,0
07,07146,1035,ラズベリー　生,36,1.1,0.1,10.2,0
07,07147,1036,りゅうがん　乾,310,5.1,0.4,72.9,0
07,07148,1037,りんご　皮なし　生,53,0.1,0.2,15.5,0
07,07176,1038,りんご　皮つき　生,56,0.2,0.3,16.2,0
07,07180,1039,りんご　皮つき　焼き,86,0.2,0.4,21.9,0
07,07149,1040,りんご　果実飲料　ストレートジュース,43,0.2,0.1,11.8,0
07,07150,1041,りんご　果実飲料　濃縮還元ジュース,47,0.1,0.2,11.4,0
07,07151,1042,りんご　果実飲料　50%果汁入り飲料,46,0.1,0,11.5,0
07,07152,1043,りんご　果実飲料　30%果汁入り飲料,46,0,0,11.4,0
07,07153,1044,りんご　缶詰,81,0.3,0.1,20.1,0
07,07154,1045,りんご　ジャム,203,0.2,0.1,52.7,0
08,08001,1046,えのきたけ　生,34,2.7,0.2,7.6,0
08,08002,1047,えのきたけ　ゆで,34,2.8,0.1,7.8,0
08,08037,1048,えのきたけ　油いため,71,3.0,3.9,8.8,0
08,08003,1049,えのきたけ　味付け瓶詰,76,3.6,0.3,16.9,4.3
08,08054,1050,（きくらげ類）　あらげきくらげ　生,14,0.7,0.1,5.4,0
08,08004,1051,（きくらげ類）　あらげきくらげ　乾,184,6.9,0.7,77.0,0.1
08,08005,1052,（きくらげ類）　あらげきくらげ　ゆで,38,1.2,0.1,16.1,0
08,08038,1053,（きくらげ類）　あらげきくらげ　油いため,110,2.3,5.2,27.8,0
08,08006,1054,（きくらげ類）　きくらげ　乾,216,7.9,2.1,71.1,0.1
08,08007,1055,（きくらげ類）　きくらげ　ゆで,14,0.6,0.2,5.2,0
08,08008,1056,（きくらげ類）　しろきくらげ　乾,170,4.9,0.7,74.5,0.1
08,08009,1057,（きくらげ類）　しろきくらげ　ゆで,15,0.4,0,6.7,0
08,08010,1058,くろあわびたけ　生,28,3.7,0.4,4.9,0
08,08039,1059,しいたけ　生しいたけ　菌床栽培　生,25,3.1,0.3,6.4,0
08,08040,1060,しいたけ　生しいたけ　菌床栽培　ゆで,22,2.5,0.4,5.1,0
08,08041,1061,しいたけ　生しいたけ　菌床栽培　油いため,65,3.3,4.1,7.3,0
08,08057,1062,しいたけ　生しいたけ　菌床栽培　天ぷら,201,3.4,14.0,17.8,0.1
08,08042,1063,しいたけ　生しいたけ　原木栽培　生,34,3.1,0.4,7.6,0
08,08043,1064,しいたけ　生しいたけ　原木栽培　ゆで,27,2.4,0.4,5.9,0
08,08044,1065,しいたけ　生しいたけ　原木栽培　油いため,84,3.8,5.4,8.8,0
08,08013,1066,しいたけ　乾しいたけ　乾,258,21.2,2.8,62.5,0
08,08014,1067,しいたけ　乾しいたけ　ゆで,40,3.1,0.3,9.9,0
08,08053,1068,しいたけ　乾しいたけ　甘煮,116,3.3,0.4,28.9,2.6
08,08015,1069,（しめじ類）　はたけしめじ　生,25,2.6,0.3,4.5,0
08,08045,1070,（しめじ類）　はたけしめじ　ゆで,25,2.6,0.3,5.1,0
08,08016,1071,（しめじ類）　ぶなしめじ　生,26,2.7,0.5,4.8,0
08,08017,1072,（しめじ類）　ぶなしめじ　ゆで,22,2.7,0.2,5.2,0
08,08046,1073,（しめじ類）　ぶなしめじ　油いため,65,3.0,5.5,4.8,0
08,08055,1074,（しめじ類）　ぶなしめじ　素揚げ,168,3.9,14.3,10.1,0
08,08056,1075,（しめじ類）　ぶなしめじ　天ぷら,248,3.4,17.1,23.2,0.1
08,08018,1076,（しめじ類）　ほんしめじ　生,21,2.5,0.4,2.8,0
08,08047,1077,（しめじ類）　ほんしめじ　ゆで,26,2.8,0.6,4.1,0
08,08019,1078,たもぎたけ　生,23,3.6,0.3,3.7,0
08,08020,1079,なめこ　株採り　生,21,1.8,0.2,5.4,0
08,08021,1080,なめこ　株採り　ゆで,22,1.6,0.1,5.1,0
08,08058,1081,なめこ　カットなめこ　生,14,1.1,0.1,3.6,0
08,08022,1082,なめこ　水煮缶詰,13,1.0,0.1,3.2,0
08,08023,1083,ぬめりすぎたけ　生,23,2.3,0.4,4.1,0
08,08024,1084,（ひらたけ類）　うすひらたけ　生,37,6.1,0.2,4.8,0
08,08025,1085,（ひらたけ類）　エリンギ　生,31,2.8,0.4,6.0,0
08,08048,1086,（ひらたけ類）　エリンギ　ゆで,32,3.2,0.5,6.5,0
08,08049,1087,（ひらたけ類）　エリンギ　焼き,41,4.2,0.5,9.1,0
08,08050,1088,（ひらたけ類）　エリンギ　油いため,69,3.2,3.7,8.1,0
08,08026,1089,（ひらたけ類）　ひらたけ　生,34,3.3,0.3,6.2,0
08,08027,1090,（ひらたけ類）　ひらたけ　ゆで,33,3.4,0.2,6.6,0
08,08028,1091,まいたけ　生,22,2.0,0.5,4.4,0
08,08029,1092,まいたけ　ゆで,27,1.6,0.5,6.4,0
08,08051,1093,まいたけ　油いため,67,2.6,4.4,6.8,0
08,08030,1094,まいたけ　乾,273,21.9,3.9,59.9,0
08,08031,1095,マッシュルーム　生,15,2.9,0.3,2.1,0
08,08032,1096,マッシュルーム　ゆで,20,3.8,0.2,3.7,0
08,08052,1097,マッシュルーム　油いため,57,3.6,4.5,4.5,0
08,08059,1097-1,マッシュルーム　ブラウン種　生,18,3.2,0.4,2.9,0
08,08033,1098,マッシュルーム　水煮缶詰,18,3.4,0.2,3.3,0.9
08,08034,1099,まつたけ　生,32,2.0,0.6,8.2,0
08,08036,1100,やなぎまつたけ　生,20,2.4,0.1,4.0,0
09,09001,1101,あおさ　素干し,201,22.1,0.6,41.7,9.9
09,09002,1102,あおのり　素干し,249,29.4,5.2,41.0,8.1
09,09003,1103,あまのり　ほしのり,276,39.4,3.7,38.7,1.5
09,09004,1104,あまのり　焼きのり,297,41.4,3.7,44.3,1.3
09,09005,1105,あまのり　味付けのり,303,40.0,3.5,41.8,4.3
09,09006,1106,あらめ　蒸し干し,184,12.4,0.7,56.2,5.8
09,09007,1107,いわのり　素干し,228,34.8,0.7,39.1,5.3
09,09012,1108,うみぶどう　生,6,0.5,0.1,1.2,0.8
09,09008,1109,えごのり　素干し,179,9.0,0.1,62.2,6.1
09,09009,1110,えごのり　おきうと,7,0.3,0.1,2.5,0.1
09,09010,1111,おごのり　塩蔵　塩抜き,26,1.3,0.1,8.8,0.3
09,09011,1112,かわのり　素干し,247,38.1,1.6,41.7,0.2
09,09013,1113,（こんぶ類）　えながおにこんぶ　素干し,224,11.0,1.0,55.7,6.1
09,09014,1114,（こんぶ類）　がごめこんぶ　素干し,216,7.9,0.5,62.1,7.6
09,09015,1115,（こんぶ類）　ながこんぶ　素干し,205,8.3,1.5,58.5,7.6
09,09016,1116,（こんぶ類）　ほそめこんぶ　素干し,227,6.9,1.7,62.9,6.1
09,09017,1117,（こんぶ類）　まこんぶ　素干し　乾,170,5.8,1.3,64.3,6.6
09,09056,1118,（こんぶ類）　まこんぶ　素干し　水煮,28,1.1,0.3,11.6,0.9
09,09018,1119,（こんぶ類）　みついしこんぶ　素干し,235,7.7,1.9,64.7,7.6
09,09019,1120,（こんぶ類）　りしりこんぶ　素干し,211,8.0,2.0,56.5,6.9
09,09020,1121,（こんぶ類）　刻み昆布,119,5.4,0.5,50.2,10.9
09,09021,1122,（こんぶ類）　削り昆布,177,6.5,0.9,50.2,5.3
09,09022,1123,（こんぶ類）　塩昆布,193,16.9,0.4,37,18
09,09023,1124,（こんぶ類）　つくだ煮,150,6.0,1.0,33.3,7.4
09,09024,1125,すいぜんじのり　素干し　水戻し,10,1.5,0,2.1,0
09,09025,1126,てんぐさ　素干し,194,16.1,1.0,53.8,4.8
09,09026,1127,てんぐさ　ところてん,2,0.2,0,0.6,0
09,09027,1128,てんぐさ　角寒天,159,2.4,0.2,74.1,0.3
09,09028,1129,てんぐさ　寒天,3,0,0,1.5,0
09,09049,1130,てんぐさ　粉寒天,160,0.2,0.3,81.7,0.4
09,09029,1131,とさかのり　赤とさか　塩蔵　塩抜き,19,1.5,0.1,5.1,0.7
09,09030,1132,とさかのり　青とさか　塩蔵　塩抜き,17,0.9,0.2,4.9,0.8
09,09050,1133,ひじき　ほしひじき　ステンレス釜　乾,180,9.2,3.2,58.4,4.7
09,09051,1134,ひじき　ほしひじき　ステンレス釜　ゆで,11,0.7,0.3,3.4,0.1
09,09052,1135,ひじき　ほしひじき　ステンレス釜　油いため,51,0.8,4.7,4.1,0.2
09,09053,1136,ひじき　ほしひじき　鉄釜　乾,186,9.2,3.2,56.0,4.7
09,09054,1137,ひじき　ほしひじき　鉄釜　ゆで,13,0.7,0.3,3.4,0.1
09,09055,1138,ひじき　ほしひじき　鉄釜　油いため,54,0.8,4.7,4.1,0.2
09,09032,1139,ひとえぐさ　素干し,172,16.6,1.0,46.3,11.4
09,09033,1140,ひとえぐさ　つくだ煮,148,14.4,1.3,21.1,5.8
09,09034,1141,ふのり　素干し,207,13.8,1.0,57.8,6.9
09,09035,1142,まつも　素干し,252,27.9,4.9,40.8,3.3
09,09036,1143,むかでのり　塩蔵　塩抜き,12,0.6,0.1,4.2,0.6
09,09037,1144,（もずく類）　おきなわもずく　塩蔵　塩抜き,7,0.3,0.2,2.0,0.6
09,09038,1145,（もずく類）　もずく　塩蔵　塩抜き,4,0.2,0.1,1.4,0.2
09,09039,1146,わかめ　原藻　生,24,1.9,0.2,5.6,1.5
09,09040,1147,わかめ　乾燥わかめ　素干し,172,14.4,2.6,39.6,16.2
09,09041,1148,わかめ　乾燥わかめ　素干し　水戻し,20,1.6,0.3,4.9,0.7
09,09060,1148-1,わかめ　乾燥わかめ　素干し　水戻し　水煮,10,1.0 ,0.3,2.6,0.4
09,09042,1149,わかめ　乾燥わかめ　板わかめ,200,16.7,1.2,47.4,9.9
09,09043,1150,わかめ　乾燥わかめ　灰干し　水戻し,9,1.1,0.1,2.2,0.1
09,09044,1151,わかめ　カットわかめ　乾,186,17.9,4.0,42.1,23.5
09,09058,1152,わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）,17,1.3,0.8,3.8,0.8
09,09059,1153,わかめ　カットわかめ　水煮の汁,0,0,0,0.1,0.2
09,09045,1154,わかめ　湯通し塩蔵わかめ　塩抜き　生,16,1.5,0.3,3.4,1.4
09,09057,1155,わかめ　湯通し塩蔵わかめ　塩抜き　ゆで,7,0.6,0.1,1.4,0.3
09,09046,1157,わかめ　くきわかめ　湯通し塩蔵　塩抜き,18,1.1,0.3,5.5,7.9
09,09047,1158,わかめ　めかぶわかめ　生,14,0.9,0.6,3.4,0.4
10,10001,1159,＜魚類＞　あいなめ　生,105,19.1,3.4,0.1,0.4
10,10002,1160,＜魚類＞　あこうだい　生,86,16.8,2.3,0.1,0.2
10,10003,1161,＜魚類＞　（あじ類）　まあじ　皮つき　生,112,19.7,4.5,0.1,0.3
10,10389,1162,＜魚類＞　（あじ類）　まあじ　皮なし　生,108,19.7,4.1,0.2,0.3
10,10004,1163,＜魚類＞　（あじ類）　まあじ　皮つき　水煮,136,22.4,5.9,0.1,0.3
10,10005,1164,＜魚類＞　（あじ類）　まあじ　皮つき　焼き,157,25.9,6.4,0.1,0.4
10,10390,1165,＜魚類＞　（あじ類）　まあじ　皮つき　フライ,270,20.1,18.2,7.9,0.4
10,10006,1166,＜魚類＞　（あじ類）　まあじ　開き干し　生,150,20.2,8.8,0.1,1.7
10,10007,1167,＜魚類＞　（あじ類）　まあじ　開き干し　焼き,194,24.6,12.3,0.1,2
10,10391,1168,＜魚類＞　（あじ類）　まあじ　小型　骨付き　生,114,17.8,5.0,0.1,0.3
10,10392,1169,＜魚類＞　（あじ類）　まあじ　小型　骨付き　から揚げ,268,24.0,18.6,3.5,0.3
10,10393,1170,＜魚類＞　（あじ類）　まるあじ　生,133,22.1,5.6,0.2,0.2
10,10394,1171,＜魚類＞　（あじ類）　まるあじ　焼き,175,28.7,7.7,0.2,0.2
10,10008,1172,＜魚類＞　（あじ類）　にしまあじ　生,156,19.6,9.1,0.1,0.4
10,10009,1173,＜魚類＞　（あじ類）　にしまあじ　水煮,160,21.7,8.8,0.1,0.5
10,10010,1174,＜魚類＞　（あじ類）　にしまあじ　焼き,186,24.7,10.4,0.1,0.6
10,10457,1174-1,＜魚類＞　（あじ類）　にしまあじ　開き干し　生,163,20.0 ,10.2,0,1.4
10,10458,1174-2,＜魚類＞　（あじ類）　にしまあじ　開き干し　焼き,203,25.2,12.3,0.1,1.9
10,10011,1175,＜魚類＞　（あじ類）　むろあじ　生,147,23.6,6.9,0.4,0.1
10,10012,1176,＜魚類＞　（あじ類）　むろあじ　焼き,167,29.7,6.2,0.6,0.2
10,10013,1177,＜魚類＞　（あじ類）　むろあじ　開き干し,140,22.9,6.2,0.1,2.1
10,10014,1178,＜魚類＞　（あじ類）　むろあじ　くさや,223,49.9,3.0,0.3,4.1
10,10015,1179,＜魚類＞　あなご　生,146,17.3,9.3,0,0.4
10,10016,1180,＜魚類＞　あなご　蒸し,173,17.6,12.7,0,0.3
10,10017,1181,＜魚類＞　あまご　養殖　生,102,18.3,3.6,0.1,0.1
10,10018,1182,＜魚類＞　あまだい　生,102,18.8,3.6,0,0.2
10,10019,1183,＜魚類＞　あまだい　水煮,113,20.7,4.0,0,0.2
10,10020,1184,＜魚類＞　あまだい　焼き,110,22.5,2.6,0,0.3
10,10021,1185,＜魚類＞　あゆ　天然　生,93,18.3,2.4,0.1,0.2
