食品群,食品番号,索引番号,食品名　100gあたり栄養素,エネルギー kcal,たんぱく質 g,脂質 g,炭水化物 g,食塩相当量 g
06,06334,0614,（だいこん類）　切干しだいこん　ゆで,13,0.9,0.1,4.1,0
06,06335,0615,（だいこん類）　切干しだいこん　油いため,78,1.5,6.0,7.6,0
06,06388,0616,（だいこん類）　漬物　いぶりがっこ,76,1.1,0.3,21.0,3.5
06,06137,0617,（だいこん類）　漬物　ぬかみそ漬,29,1.3,0.1,6.7,3.8
06,06138,0618,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬,43,0.6,0.3,10.8,3.3
06,06139,0619,（だいこん類）　漬物　たくあん漬　干しだいこん漬,23,1.9,0.1,5.5,2.5
06,06140,0620,（だいこん類）　漬物　守口漬,194,5.3,0.2,44.3,3.6
06,06141,0621,（だいこん類）　漬物　べったら漬,53,0.4,0.2,13.1,2.8
06,06142,0622,（だいこん類）　漬物　みそ漬,52,2.1,0.3,11.4,7.2
06,06143,0623,（だいこん類）　漬物　福神漬,137,2.7,0.1,33.3,5.1
06,06144,0624,（たいさい類）　つまみな　葉　生,19,1.9,0.3,3.6,0.1
06,06145,0625,（たいさい類）　たいさい　葉　生,15,0.9,0.1,3.5,0.1
06,06146,0626,（たいさい類）　たいさい　塩漬,19,1.6,0.1,4.3,1.8
06,06147,0627,たかな　葉　生,21,1.8,0.2,4.2,0.1
06,06148,0628,たかな　たかな漬,30,1.9,0.6,6.2,4
06,06149,0629,たけのこ　若茎　生,27,3.6,0.2,4.3,0
06,06150,0630,たけのこ　若茎　ゆで,31,3.5,0.2,5.5,0
06,06151,0631,たけのこ　水煮缶詰,22,2.7,0.2,4.0,0
06,06152,0632,たけのこ　めんま　塩蔵　塩抜き,15,1.0,0.5,3.6,0.9
06,06153,0633,（たまねぎ類）　たまねぎ　りん茎　生,33,1.0,0.1,8.4,0
06,06154,0634,（たまねぎ類）　たまねぎ　りん茎　水さらし,24,0.6,0.1,6.1,0
06,06155,0635,（たまねぎ類）　たまねぎ　りん茎　ゆで,30,0.8,0.1,7.3,0
06,06336,0636,（たまねぎ類）　たまねぎ　りん茎　油いため,100,1.4,5.9,12.0,0
06,06389,0637,（たまねぎ類）　たまねぎ　りん茎　油いため　（あめ色たまねぎ）,208,3.2,6.8,34.1,0
06,06156,0638,（たまねぎ類）　赤たまねぎ　りん茎　生,34,0.9,0.1,9.0,0
06,06337,0639,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,33,1.8,0.4,7.6,0
06,06157,0640,たらのめ　若芽　生,27,4.2,0.2,4.3,0
06,06158,0641,たらのめ　若芽　ゆで,27,4.0,0.2,4.1,0
06,06159,0642,チコリ　若芽　生,17,1.0,0,3.9,0
06,06376,0643,ちぢみゆきな　葉　生,35,3.6,0.6,5.7,0
06,06377,0644,ちぢみゆきな　葉　ゆで,34,3.8,0.7,5.2,0
06,06160,0645,チンゲンサイ　葉　生,9,0.6,0.1,2.0,0.1
06,06161,0646,チンゲンサイ　葉　ゆで,11,0.9,0.1,2.4,0.1
06,06338,0647,チンゲンサイ　葉　油いため,36,0.8,3.2,2.2,0.1
06,06162,0648,つくし　胞子茎　生,31,3.5,0.1,8.1,0
06,06163,0649,つくし　胞子茎　ゆで,28,3.4,0.1,6.7,0
06,06164,0650,つるな　茎葉　生,15,1.8,0.1,2.8,0
06,06390,0651,つるにんじん　根　生,55,1.0,0.7,19.8,0
06,06165,0652,つるむらさき　茎葉　生,11,0.7,0.2,2.6,0
06,06166,0653,つるむらさき　茎葉　ゆで,12,0.9,0.2,3.2,0
06,06167,0654,つわぶき　葉柄　生,19,0.4,0,5.6,0.3
06,06168,0655,つわぶき　葉柄　ゆで,14,0.3,0,4.4,0.1
06,06169,0656,とうがらし　葉･果実　生,32,3.4,0.1,7.2,0
06,06170,0657,とうがらし　葉･果実　油いため,81,4.0,4.9,8.5,0
06,06171,0658,とうがらし　果実　生,72,3.9,3.4,16.3,0
06,06172,0659,とうがらし　果実　乾,270,14.7,12.0,58.4,0
06,06173,0660,とうがん　果実　生,15,0.5,0.1,3.8,0
06,06174,0661,とうがん　果実　ゆで,15,0.6,0.1,3.7,0
06,06175,0662,（とうもろこし類）　スイートコーン　未熟種子　生,89,3.6,1.7,16.8,0
06,06176,0663,（とうもろこし類）　スイートコーン　未熟種子　ゆで,95,3.5,1.7,18.6,0
06,06339,0664,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,104,4.2,2.2,19.1,0
06,06177,0665,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,96,3.5,1.5,18.7,0
06,06178,0666,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,91,2.9,1.3,19.8,0
06,06378,0667,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,92,2.8,1.5,18.7,0
06,06379,0668,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,125,2.9,5.8,18.9,0
06,06179,0669,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,82,1.7,0.5,18.6,0.7
06,06180,0670,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,78,2.3,0.5,17.8,0.5
06,06181,0671,（とうもろこし類）　ヤングコーン　幼雌穂　生,29,2.3,0.2,6.0,0
06,06182,0672,（トマト類）　赤色トマト　果実　生,20,0.7,0.1,4.7,0
06,06183,0673,（トマト類）　赤色ミニトマト　果実　生,30,1.1,0.1,7.2,0
06,06391,0674,（トマト類）　黄色トマト　果実　生,18,1.1,0.4,3.2,0
06,06370,0675,（トマト類）　ドライトマト,291,14.2,2.1,67.3,0.3
06,06184,0676,（トマト類）　加工品　ホール　食塩無添加,21,0.9,0.2,4.4,0
06,06185,0677,（トマト類）　加工品　トマトジュース　食塩添加,15,0.7,0.1,4.0,0.3
06,06340,0678,（トマト類）　加工品　トマトジュース　食塩無添加,18,0.7,0.1,4.0,0
06,06186,0679,（トマト類）　加工品　ミックスジュース　食塩添加,18,0.6,0,4.3,0.2
06,06341,0680,（トマト類）　加工品　ミックスジュース　食塩無添加,18,0.6,0,4.3,0
06,06187,0681,トレビス　葉　生,17,1.1,0.2,3.9,0
06,06188,0682,とんぶり　ゆで,89,6.1,3.5,12.9,0
06,06189,0683,ながさきはくさい　葉　生,12,1.3,0.1,2.6,0.1
06,06190,0684,ながさきはくさい　葉　ゆで,18,2.2,0.1,3.4,0
06,06191,0685,（なす類）　なす　果実　生,18,1.1,0.1,5.1,0
06,06192,0686,（なす類）　なす　果実　ゆで,17,1.0,0.1,4.5,0
06,06342,0687,（なす類）　なす　果実　油いため,73,1.5,5.8,6.3,0
06,06343,0688,（なす類）　なす　果実　天ぷら,165,1.6,14.0,12.0,0.1
06,06193,0689,（なす類）　べいなす　果実　生,20,1.1,0.1,5.3,0
06,06194,0690,（なす類）　べいなす　果実　素揚げ,177,1.0,17.0,6.7,0
06,06195,0691,（なす類）　漬物　塩漬,22,1.4,0.1,5.2,2.2
06,06196,0692,（なす類）　漬物　ぬかみそ漬,27,1.7,0.1,6.1,2.5
06,06197,0693,（なす類）　漬物　こうじ漬,87,5.5,0.1,18.2,6.6
06,06198,0694,（なす類）　漬物　からし漬,127,2.6,0.2,30.7,4.8
06,06199,0695,（なす類）　漬物　しば漬,27,1.4,0.2,7.0,4.1
06,06200,0696,なずな　葉　生,35,4.3,0.1,7.0,0
06,06201,0697,（なばな類）　和種なばな　花らい・茎　生,34,4.4,0.2,5.8,0
06,06202,0698,（なばな類）　和種なばな　花らい・茎　ゆで,28,4.7,0.1,4.3,0
06,06203,0699,（なばな類）　洋種なばな　茎葉　生,36,4.1,0.4,6.0,0
06,06204,0700,（なばな類）　洋種なばな　茎葉　ゆで,30,3.6,0.4,5.3,0
06,06205,0701,にがうり　果実　生,15,1.0,0.1,3.9,0
06,06206,0702,にがうり　果実　油いため,47,1.2,3.3,4.6,0
06,06207,0703,（にら類）　にら　葉　生,18,1.7,0.3,4.0,0
06,06208,0704,（にら類）　にら　葉　ゆで,27,2.6,0.5,5.7,0
06,06344,0705,（にら類）　にら　葉　油いため,69,1.9,5.7,4.9,0
06,06209,0706,（にら類）　花にら　花茎・花らい　生,27,1.9,0.2,5.9,0
06,06210,0707,（にら類）　黄にら　葉　生,18,2.1,0.1,3.3,0
06,06211,0708,（にんじん類）　葉にんじん　葉　生,16,1.1,0.2,3.7,0.1
06,06212,0709,（にんじん類）　にんじん　根　皮つき　生,35,0.7,0.2,9.3,0.1
06,06213,0710,（にんじん類）　にんじん　根　皮つき　ゆで,29,0.6,0.2,8.4,0.1
06,06214,0711,（にんじん類）　にんじん　根　皮なし　生,32,0.7,0.2,8.8,0.1
06,06215,0712,（にんじん類）　にんじん　根　皮なし　ゆで,28,0.7,0.1,8.5,0.1
06,06345,0713,（にんじん類）　にんじん　根　皮なし　油いため,103,1.1,6.4,12.4,0.1
06,06346,0714,（にんじん類）　にんじん　根　皮なし　素揚げ,87,1.0,3.5,13.9,0.1
06,06407,0714-1,（にんじん類）　にんじん　根　皮なし　カット　常法洗浄,27,0.5,0.2,7.3,0
06,06408,0714-2,（にんじん類）　にんじん　根　皮なし　カット　次亜塩素酸洗浄,27,0.6,0.2,7.2,0
06,06347,0715,（にんじん類）　にんじん　根　皮　生,26,0.7,0.2,7.3,0
06,06216,0716,（にんじん類）　にんじん　根　冷凍,30,0.8,0.2,8.2,0.1
06,06380,0717,（にんじん類）　にんじん　根　冷凍　ゆで,24,0.7,0.2,7.0,0.1
06,06381,0718,（にんじん類）　にんじん　根　冷凍　油いため,65,0.9,4.0,9.3,0.2
06,06348,0719,（にんじん類）　にんじん　グラッセ,53,0.7,1.4,12.7,1
06,06217,0720,（にんじん類）　にんじん　ジュース　缶詰,29,0.6,0.1,6.7,0
06,06218,0721,（にんじん類）　きんとき　根　皮つき　生,39,1.8,0.2,9.6,0
06,06219,0722,（にんじん類）　きんとき　根　皮つき　ゆで,37,1.9,0.2,9.2,0
06,06220,0723,（にんじん類）　きんとき　根　皮なし　生,40,1.8,0.3,9.7,0
06,06221,0724,（にんじん類）　きんとき　根　皮なし　ゆで,40,1.9,0.4,9.6,0
06,06409,0724-1,（にんじん類）　島にんじん　根　皮なし　生,35,1.1,0.4,8.8,0.1
06,06222,0725,（にんじん類）　ミニキャロット　根　生,26,0.7,0.2,7.5,0
06,06223,0726,（にんにく類）　にんにく　りん茎　生,129,6.4,0.9,27.5,0
06,06349,0727,（にんにく類）　にんにく　りん茎　油いため,191,8.2,5.9,30.6,0
06,06224,0728,（にんにく類）　茎にんにく　花茎　生,44,1.9,0.3,10.6,0
06,06225,0729,（にんにく類）　茎にんにく　花茎　ゆで,43,1.7,0.2,10.7,0
06,06226,0730,（ねぎ類）　根深ねぎ　葉　軟白　生,35,1.4,0.1,8.3,0
06,06350,0731,（ねぎ類）　根深ねぎ　葉　軟白　ゆで,28,1.3,0.1,6.8,0
06,06351,0732,（ねぎ類）　根深ねぎ　葉　軟白　油いため,77,1.6,4.4,9.5,0
06,06227,0733,（ねぎ類）　葉ねぎ　葉　生,29,1.9,0.3,6.5,0
06,06352,0734,（ねぎ類）　葉ねぎ　葉　油いため,77,2.1,5.2,7.9,0
06,06410,0734-1,（ねぎ類）　九条ねぎ　葉　生,32,1.7,0.3,7.3,0
06,06228,0735,（ねぎ類）　こねぎ　葉　生,26,2.0,0.3,5.4,0
06,06411,0735-1,（ねぎ類）　めねぎ　葉　生,15,1.5,0.3,2.4,0
06,06229,0736,のざわな　葉　生,14,0.9,0.1,3.5,0.1
06,06230,0737,のざわな　漬物　塩漬,17,1.2,0.1,4.1,1.5
06,06231,0738,のざわな　漬物　調味漬,22,1.7,0,5.4,2.4
06,06232,0739,のびる　りん茎葉　生,63,3.2,0.2,15.5,0
06,06233,0740,はくさい　結球葉　生,13,0.8,0.1,3.2,0
06,06234,0741,はくさい　結球葉　ゆで,13,0.9,0.1,2.9,0
06,06235,0742,はくさい　漬物　塩漬,17,1.5,0.1,3.3,2.1
06,06236,0743,はくさい　漬物　キムチ,27,2.3,0.1,5.4,2.9
06,06237,0744,パクチョイ　葉　生,15,1.6,0.2,2.7,0
06,06238,0745,バジル　葉　生,21,2.0,0.6,4.0,0
06,06239,0746,パセリ　葉　生,34,4.0,0.7,7.8,0
06,06240,0747,はつかだいこん　根　生,13,0.8,0.1,3.1,0
06,06392,0748,はなっこりー　生,34,3.6,0.5,5.4,0
06,06241,0749,はやとうり　果実　白色種　生,20,0.6,0.1,4.9,0
06,06242,0750,はやとうり　果実　白色種　塩漬,17,0.6,0,4.4,3.6
06,06353,0751,はやとうり　果実　緑色種　生,21,0.6,0.1,4.9,0
06,06243,0752,ビーツ　根　生,38,1.6,0.1,9.3,0.1
06,06244,0753,ビーツ　根　ゆで,42,1.5,0.1,10.2,0.1
06,06245,0754,（ピーマン類）　青ピーマン　果実　生,20,0.9,0.2,5.1,0
06,06246,0755,（ピーマン類）　青ピーマン　果実　油いため,54,0.9,4.3,5.4,0
06,06247,0756,（ピーマン類）　赤ピーマン　果実　生,28,1.0,0.2,7.2,0
06,06248,0757,（ピーマン類）　赤ピーマン　果実　油いため,69,1.0,4.3,7.6,0
06,06393,0758,（ピーマン類）　オレンジピーマン　果実　生,19,0.9,0.3,4.2,0
06,06394,0759,（ピーマン類）　オレンジピーマン　果実　油いため,81,1.1,5.1,7.6,0
06,06249,0760,（ピーマン類）　黄ピーマン　果実　生,28,0.8,0.2,6.6,0
06,06250,0761,（ピーマン類）　黄ピーマン　果実　油いため,61,0.8,4.3,6.9,0
06,06251,0762,（ピーマン類）　トマピー　果実　生,33,1.0,0.2,7.5,0
06,06252,0763,ひのな　根・茎葉　生,17,1.0,0,4.7,0
06,06253,0764,ひのな　根・茎葉　甘酢漬,70,1.4,0.5,17.3,2.8
06,06254,0765,ひろしまな　葉　生,19,1.5,0.2,4.2,0.1
06,06255,0766,ひろしまな　塩漬,15,1.2,0.2,3.3,2.1
06,06256,0767,（ふき類）　ふき　葉柄　生,11,0.3,0,3.0,0.1
06,06257,0768,（ふき類）　ふき　葉柄　ゆで,7,0.3,0,1.9,0.1
06,06258,0769,（ふき類）　ふきのとう　花序　生,38,2.5,0.1,10.0,0
06,06259,0770,（ふき類）　ふきのとう　花序　ゆで,31,2.5,0.1,7.0,0
06,06260,0771,ふじまめ　若ざや　生,32,2.5,0.1,7.4,0
06,06261,0772,ふだんそう　葉　生,17,2.0,0.1,3.7,0.2
06,06262,0773,ふだんそう　葉　ゆで,26,2.8,0.1,5.4,0.2
06,06263,0774,ブロッコリー　花序　生,37,5.4,0.6,6.6,0
06,06264,0775,ブロッコリー　花序　ゆで,30,3.9,0.4,5.2,0
06,06395,0776,ブロッコリー　花序　電子レンジ調理,56,5.7,0.7,7.0,0
06,06396,0777,ブロッコリー　花序　焼き,83,9.9,1.2,8.4,0
06,06397,0778,ブロッコリー　花序　油いため,109,6.9,6.3,6.1,0
06,06354,0779,ブロッコリー　芽ばえ　生,18,1.9,0.6,2.6,0
06,06265,0780,へちま　果実　生,17,0.8,0.1,3.8,0
06,06266,0781,へちま　果実　ゆで,19,1.6,0.1,3.7,0
06,06267,0782,ほうれんそう　葉　通年平均　生,18,2.2,0.4,3.1,0
06,06268,0783,ほうれんそう　葉　通年平均　ゆで,23,2.6,0.5,4.0,0
06,06359,0784,ほうれんそう　葉　通年平均　油いため,91,3.8,8.1,4.4,0
06,06355,0785,ほうれんそう　葉　夏採り　生,18,2.2,0.4,3.1,0
06,06357,0786,ほうれんそう　葉　夏採り　ゆで,23,2.6,0.5,4.0,0
06,06356,0787,ほうれんそう　葉　冬採り　生,18,2.2,0.4,3.1,0
06,06358,0788,ほうれんそう　葉　冬採り　ゆで,23,2.6,0.5,4.0,0
06,06269,0789,ほうれんそう　葉　冷凍,22,2.9,0.3,3.4,0.3
06,06372,0790,ほうれんそう　葉　冷凍　ゆで,26,3.7,0.5,3.8,0.1
06,06373,0791,ほうれんそう　葉　冷凍　油いため,67,4.0,4.5,5.4,0.4
06,06270,0792,ホースラディシュ　根茎　生,69,3.1,0.3,17.7,0
06,06271,0793,まこも　茎　生,19,1.3,0.2,4.4,0
06,06272,0794,みずかけな　葉　生,25,2.9,0.1,4.7,0
06,06273,0795,みずかけな　塩漬,34,4.9,0,5.7,2.5
06,06072,0796,みずな　葉　生,23,2.2,0.1,4.8,0.1
06,06073,0797,みずな　葉　ゆで,21,2.0,0.1,4.7,0.1
06,06074,0798,みずな　塩漬,26,2.0,0.1,5.9,2.3
06,06274,0799,（みつば類）　切りみつば　葉　生,16,1.0,0.1,4.0,0
06,06275,0800,（みつば類）　切りみつば　葉　ゆで,12,0.9,0.1,3.3,0
06,06276,0801,（みつば類）　根みつば　葉　生,19,1.9,0.1,4.1,0
06,06277,0802,（みつば類）　根みつば　葉　ゆで,19,2.3,0.1,3.9,0
06,06278,0803,（みつば類）　糸みつば　葉　生,12,0.9,0.1,2.9,0
06,06279,0804,（みつば類）　糸みつば　葉　ゆで,14,1.1,0,4.0,0
06,06360,0805,みぶな　葉　生,14,1.1,0.3,2.9,0.1
06,06280,0806,（みょうが類）　みょうが　花穂　生,11,0.9,0.1,2.6,0
06,06281,0807,（みょうが類）　みょうがたけ　茎葉　生,6,0.4,0.1,1.5,0
06,06282,0808,むかご　肉芽　生,87,2.9,0.2,20.6,0
06,06283,0809,めキャベツ　結球葉　生,52,5.7,0.1,9.9,0
06,06284,0810,めキャベツ　結球葉　ゆで,51,5.3,0.1,9.8,0
06,06285,0811,めたで　芽ばえ　生,39,3.0,0.5,8.8,0
06,06286,0812,（もやし類）　アルファルファもやし　生,11,1.6,0.1,2.0,0
06,06287,0813,（もやし類）　だいずもやし　生,29,3.6,1.4,2.5,0
06,06288,0814,（もやし類）　だいずもやし　ゆで,27,2.9,1.6,2.2,0
06,06412,0814-1,（もやし類）　だいずもやし　油いため,62,3.8,4.5,4.1,0
06,06289,0815,（もやし類）　ブラックマッペもやし　生,17,2.2,0,2.8,0
06,06290,0816,（もやし類）　ブラックマッペもやし　ゆで,13,1.3,0,2.7,0
06,06398,0817,（もやし類）　ブラックマッペもやし　油いため,41,2.3,0.9,5.8,0
06,06291,0818,（もやし類）　りょくとうもやし　生,15,1.8,0.1,2.4,0
06,06292,0819,（もやし類）　りょくとうもやし　ゆで,12,1.6,0,2.3,0
06,06413,0819-1,（もやし類）　りょくとうもやし　油いため,40,2.0 ,2.8,4.0 ,0
06,06293,0820,モロヘイヤ　茎葉　生,36,4.8,0.5,6.3,0
06,06294,0821,モロヘイヤ　茎葉　ゆで,24,3.0,0.4,4.0,0
06,06401,0822,やぶまめ　生,219,15.5,6.5,29.5,0
06,06295,0823,やまごぼう　みそ漬,66,4.1,0.1,15.6,7.1
06,06296,0824,ゆりね　りん茎　生,119,3.8,0.1,28.3,0
06,06297,0825,ゆりね　りん茎　ゆで,117,3.4,0.1,28.7,0
06,06298,0826,ようさい　茎葉　生,17,2.2,0.1,3.1,0.1
06,06299,0827,ようさい　茎葉　ゆで,18,2.2,0.1,4.1,0
06,06300,0828,よめな　葉　生,40,3.4,0.2,10.0,0
06,06301,0829,よもぎ　葉　生,43,5.2,0.3,8.7,0
06,06302,0830,よもぎ　葉　ゆで,37,4.8,0.1,8.2,0
06,06303,0831,らっかせい　未熟豆　生,306,12.0,24.2,12.4,0
06,06304,0832,らっかせい　未熟豆　ゆで,298,11.9,23.5,12.3,0
06,06305,0833,（らっきょう類）　らっきょう　りん茎　生,83,1.4,0.2,29.3,0
06,06306,0834,（らっきょう類）　らっきょう　甘酢漬,117,0.4,0.3,29.4,1.9
06,06307,0835,（らっきょう類）　エシャレット　りん茎　生,59,2.3,0.2,17.8,0
06,06308,0836,リーキ　りん茎葉　生,30,1.6,0.1,6.9,0
06,06309,0837,リーキ　りん茎葉　ゆで,28,1.3,0.1,6.8,0
06,06319,0838,ルッコラ　葉　生,17,1.9,0.4,3.1,0
06,06310,0839,ルバーブ　葉柄　生,23,0.7,0.1,6.0,0
06,06311,0840,ルバーブ　葉柄　ゆで,14,0.5,0.1,4.6,0
06,06312,0841,（レタス類）　レタス　土耕栽培　結球葉　生,11,0.6,0.1,2.8,0
06,06361,0842,（レタス類）　レタス　水耕栽培　結球葉　生,13,0.8,0.2,2.9,0
06,06313,0843,（レタス類）　サラダな　葉　生,10,1.0,0.2,2.7,0
06,06314,0844,（レタス類）　リーフレタス　葉　生,16,1.4,0.1,3.3,0
06,06315,0845,（レタス類）　サニーレタス　葉　生,15,1.2,0.2,3.2,0
06,06362,0846,（レタス類）　サンチュ　葉　生,14,1.2,0.4,2.5,0
06,06316,0847,（レタス類）　コスレタス　葉　生,16,1.2,0.2,3.4,0
06,06317,0848,れんこん　根茎　生,66,1.9,0.1,15.5,0.1
06,06318,0849,れんこん　根茎　ゆで,66,1.3,0.1,16.1,0
06,06371,0850,れんこん　甘酢れんこん,66,0.6,0.2,16.5,1.4
06,06320,0851,わけぎ　葉　生,30,1.6,0,7.4,0
06,06321,0852,わけぎ　葉　ゆで,29,1.9,0,6.9,0
06,06322,0853,わさび　根茎　生,89,5.6,0.2,18.4,0.1
06,06323,0854,わさび　わさび漬,140,7.1,0.5,28.0,2.5
06,06324,0855,わらび　生わらび　生,19,2.4,0.1,4.0,0
06,06325,0856,わらび　生わらび　ゆで,13,1.5,0.1,3.0,0
06,06326,0857,わらび　干しわらび　乾,216,20.0,0.7,61.4,0
06,06382,0858,（その他）　ミックスベジタブル　冷凍,67,3.0,0.7,15.1,0.1
06,06383,0859,（その他）　ミックスベジタブル　冷凍　ゆで,65,3.1,0.8,14.6,0
06,06384,0860,（その他）　ミックスベジタブル　冷凍　油いため,108,3.3,4.9,15.7,0.1
06,06399,0861,（その他）　野菜ミックスジュース　通常タイプ,21,0.8,0.1,4.7,0
06,06400,0862,（その他）　野菜ミックスジュース　濃縮タイプ,36,1.0,0.3,7.8,0.1
07,07001,0863,あけび　果肉　生,89,0.5,0.1,22.0,0
07,07002,0864,あけび　果皮　生,32,0.3,0.3,8.6,0
07,07181,0865,アサイー　冷凍　無糖,62,0.9,5.3,5.0,0
07,07003,0866,アセロラ　酸味種　生,36,0.7,0.1,9.0,0
07,07159,0867,アセロラ　甘味種　生,36,0.7,0.1,9.0,0
07,07004,0868,アセロラ　果実飲料　10%果汁入り飲料,42,0.1,0,10.5,0
07,07005,0869,アテモヤ　生,81,1.8,0.4,19.4,0
07,07006,0870,アボカド　生,176,2.1,17.5,7.9,0
07,07007,0871,あんず　生,37,1.0,0.3,8.5,0
07,07008,0872,あんず　乾,296,9.2,0.4,70.4,0
07,07009,0873,あんず　缶詰,79,0.5,0.4,18.9,0
07,07010,0874,あんず　ジャム　高糖度,252,0.3,0.1,64.9,0
07,07011,0875,あんず　ジャム　低糖度,202,0.4,0.1,50.5,0
07,07012,0876,いちご　生,31,0.9,0.1,8.5,0
07,07013,0877,いちご　ジャム　高糖度,250,0.4,0.1,63.3,0
07,07014,0878,いちご　ジャム　低糖度,194,0.5,0.1,48.4,0
07,07160,0879,いちご　乾,329,0.5,0.2,82.8,0.7
07,07015,0880,いちじく　生,57,0.6,0.1,14.3,0
07,07016,0881,いちじく　乾,272,3.0,1.1,75.3,0.2
07,07017,0882,いちじく　缶詰,78,0.5,0.1,19.4,0
07,07019,0883,うめ　生,33,0.7,0.5,7.9,0
07,07020,0884,うめ　梅漬　塩漬,27,0.7,0.4,6.7,19.3
07,07021,0885,うめ　梅漬　調味漬,45,1.5,0.5,10.5,6.9
07,07022,0886,うめ　梅干し　塩漬,29,0.9,0.7,8.6,18.2
07,07023,0887,うめ　梅干し　調味漬,90,1.5,0.6,21.1,7.6
07,07024,0888,うめ　梅びしお,196,0.7,0.5,48.1,7.9
07,07025,0889,うめ　果実飲料　20%果汁入り飲料,49,0,0,12.3,0.1
07,07037,0890,オリーブ　塩漬　グリーンオリーブ,148,1.0,15.0,4.5,3.6
07,07038,0891,オリーブ　塩漬　ブラックオリーブ,121,0.8,12.3,3.4,1.6
07,07039,0892,オリーブ　塩漬　スタッフドオリーブ,141,0.8,14.3,4.2,5.1
07,07049,0893,かき　甘がき　生,63,0.4,0.2,15.9,0
07,07050,0894,かき　渋抜きがき　生,59,0.5,0.1,16.9,0
07,07051,0895,かき　干しがき,274,1.5,1.7,71.3,0
07,07053,0896,かりん　生,58,0.4,0.1,18.3,0
07,07018,0897,（かんきつ類）　いよかん　砂じょう　生,50,0.9,0.1,11.8,0
07,07026,0898,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,49,0.5,0.1,11.9,0
07,07027,0899,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,49,0.7,0.1,12.0,0
07,07028,0900,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,47,0.5,0.1,11.3,0
07,07029,0901,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,49,0.7,0.1,11.5,0
07,07030,0902,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,45,0.5,0.1,10.6,0
07,07031,0903,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,42,0.5,0.1,9.9,0
07,07032,0904,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,53,0.2,0,13.0,0
07,07033,0905,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,59,0.2,0,14.7,0
07,07034,0906,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,50,0.1,0,12.4,0
07,07035,0907,（かんきつ類）　うんしゅうみかん　缶詰　果肉,63,0.5,0.1,15.3,0
07,07036,0908,（かんきつ類）　うんしゅうみかん　缶詰　液汁,63,0.3,0.1,15.3,0
07,07040,0909,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,48,0.9,0.1,11.8,0
07,07041,0910,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,42,1.0,0.1,9.8,0
07,07042,0911,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,45,0.8,0,11.0,0
07,07043,0912,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,46,0.7,0.1,10.7,0
07,07044,0913,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,46,0.4,0.2,10.8,0
07,07045,0914,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,41,0.2,0,10.0,0
07,07046,0915,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,233,0.2,0.1,63.2,0
07,07047,0916,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,190,0.3,0.1,47.7,0
07,07161,0917,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,43,1.0,0.1,9.8,0
07,07048,0918,（かんきつ類）　オロブランコ　砂じょう　生,43,0.8,0.1,10.1,0
07,07052,0919,（かんきつ類）　かぼす　果汁　生,36,0.4,0.1,8.5,0
07,07162,0920,（かんきつ類）　かわちばんかん　砂じょう　生,38,0.7,0.2,8.8,0
07,07163,0921,（かんきつ類）　きよみ　砂じょう　生,45,0.8,0.2,10.3,0
07,07056,0922,（かんきつ類）　きんかん　全果　生,67,0.5,0.7,17.5,0
07,07062,0923,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,40,0.9,0.1,9.6,0
07,07164,0924,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,40,0.9,0.1,9.6,0
07,07063,0925,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,44,0.6,0.1,10.3,0
07,07064,0926,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,38,0.7,0.1,8.8,0
07,07065,0927,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,45,0.3,0,11.1,0
